,Date,Day,Time,Pred(Ft),Pred(cm),High/Low,DateTime (UTC),Subordinate DateTime (Adjusted)
741,7/11/2022,Mon,7:32:00 PM,0.59,18,L,2022-07-11 19:32:00,2022-07-11 19:33:00
742,7/12/2022,Tue,1:44:00 AM,11.35,346,H,2022-07-12 01:44:00,2022-07-12 01:47:00
743,7/12/2022,Tue,8:19:00 AM,-0.66,-20,L,2022-07-12 08:19:00,2022-07-12 08:20:00
744,7/12/2022,Tue,2:28:00 PM,9.58,292,H,2022-07-12 14:28:00,2022-07-12 14:31:00
745,7/12/2022,Tue,8:28:00 PM,0.32,10,L,2022-07-12 20:28:00,2022-07-12 20:29:00
746,7/13/2022,Wed,2:40:00 AM,11.7,357,H,2022-07-13 02:40:00,2022-07-13 02:43:00
747,7/13/2022,Wed,9:14:00 AM,-1.05,-32,L,2022-07-13 09:14:00,2022-07-13 09:15:00
748,7/13/2022,Wed,3:25:00 PM,9.83,300,H,2022-07-13 15:25:00,2022-07-13 15:28:00
749,7/13/2022,Wed,9:24:00 PM,0.07,2,L,2022-07-13 21:24:00,2022-07-13 21:25:00
750,7/14/2022,Thu,3:36:00 AM,11.91,363,H,2022-07-14 03:36:00,2022-07-14 03:39:00
751,7/14/2022,Thu,10:08:00 AM,-1.29,-39,L,2022-07-14 10:08:00,2022-07-14 10:09:00
752,7/14/2022,Thu,4:21:00 PM,10.05,306,H,2022-07-14 16:21:00,2022-07-14 16:24:00
753,7/14/2022,Thu,10:19:00 PM,-0.1,-3,L,2022-07-14 22:19:00,2022-07-14 22:20:00
754,7/15/2022,Fri,4:32:00 AM,11.93,364,H,2022-07-15 04:32:00,2022-07-15 04:35:00
755,7/15/2022,Fri,11:02:00 AM,-1.36,-41,L,2022-07-15 11:02:00,2022-07-15 11:03:00
756,7/15/2022,Fri,5:17:00 PM,10.22,312,H,2022-07-15 17:17:00,2022-07-15 17:20:00
757,7/15/2022,Fri,11:14:00 PM,-0.15,-5,L,2022-07-15 23:14:00,2022-07-15 23:15:00
758,7/16/2022,Sat,5:29:00 AM,11.77,359,H,2022-07-16 05:29:00,2022-07-16 05:32:00
759,7/16/2022,Sat,11:55:00 AM,-1.24,-38,L,2022-07-16 11:55:00,2022-07-16 11:56:00
760,7/16/2022,Sat,6:12:00 PM,10.31,314,H,2022-07-16 18:12:00,2022-07-16 18:15:00
761,7/17/2022,Sun,12:10:00 AM,-0.09,-3,L,2022-07-17 00:10:00,2022-07-17 00:11:00
762,7/17/2022,Sun,6:25:00 AM,11.43,348,H,2022-07-17 06:25:00,2022-07-17 06:28:00
763,7/17/2022,Sun,12:46:00 PM,-0.94,-29,L,2022-07-17 12:46:00,2022-07-17 12:47:00
764,7/17/2022,Sun,7:06:00 PM,10.32,315,H,2022-07-17 19:06:00,2022-07-17 19:09:00
765,7/18/2022,Mon,1:05:00 AM,0.1,3,L,2022-07-18 01:05:00,2022-07-18 01:06:00
766,7/18/2022,Mon,7:21:00 AM,10.93,333,H,2022-07-18 07:21:00,2022-07-18 07:24:00
767,7/18/2022,Mon,1:38:00 PM,-0.48,-15,L,2022-07-18 13:38:00,2022-07-18 13:39:00
768,7/18/2022,Mon,7:59:00 PM,10.24,312,H,2022-07-18 19:59:00,2022-07-18 20:02:00
769,7/19/2022,Tue,2:02:00 AM,0.37,11,L,2022-07-19 02:02:00,2022-07-19 02:03:00
770,7/19/2022,Tue,8:17:00 AM,10.33,315,H,2022-07-19 08:17:00,2022-07-19 08:20:00
771,7/19/2022,Tue,2:31:00 PM,0.06,2,L,2022-07-19 14:31:00,2022-07-19 14:32:00
772,7/19/2022,Tue,8:53:00 PM,10.1,308,H,2022-07-19 20:53:00,2022-07-19 20:56:00
773,7/20/2022,Wed,3:01:00 AM,0.65,20,L,2022-07-20 03:01:00,2022-07-20 03:02:00
774,7/20/2022,Wed,9:16:00 AM,9.71,296,H,2022-07-20 09:16:00,2022-07-20 09:19:00
775,7/20/2022,Wed,3:25:00 PM,0.62,19,L,2022-07-20 15:25:00,2022-07-20 15:26:00
776,7/20/2022,Wed,9:47:00 PM,9.93,303,H,2022-07-20 21:47:00,2022-07-20 21:50:00
777,7/21/2022,Thu,4:01:00 AM,0.89,27,L,2022-07-21 04:01:00,2022-07-21 04:02:00
778,7/21/2022,Thu,10:15:00 AM,9.16,279,H,2022-07-21 10:15:00,2022-07-21 10:18:00
779,7/21/2022,Thu,4:19:00 PM,1.13,34,L,2022-07-21 16:19:00,2022-07-21 16:20:00
780,7/21/2022,Thu,10:41:00 PM,9.76,297,H,2022-07-21 22:41:00,2022-07-21 22:44:00
781,7/22/2022,Fri,5:01:00 AM,1.06,32,L,2022-07-22 05:01:00,2022-07-22 05:02:00
782,7/22/2022,Fri,11:15:00 AM,8.73,266,H,2022-07-22 11:15:00,2022-07-22 11:18:00
783,7/22/2022,Fri,5:13:00 PM,1.56,48,L,2022-07-22 17:13:00,2022-07-22 17:14:00
784,7/22/2022,Fri,11:35:00 PM,9.63,294,H,2022-07-22 23:35:00,2022-07-22 23:38:00
785,7/23/2022,Sat,6:00:00 AM,1.15,35,L,2022-07-23 06:00:00,2022-07-23 06:01:00
786,7/23/2022,Sat,12:14:00 PM,8.45,258,H,2022-07-23 12:14:00,2022-07-23 12:17:00
787,7/23/2022,Sat,6:07:00 PM,1.84,56,L,2022-07-23 18:07:00,2022-07-23 18:08:00
788,7/24/2022,Sun,12:29:00 AM,9.58,292,H,2022-07-24 00:29:00,2022-07-24 00:32:00
789,7/24/2022,Sun,6:58:00 AM,1.13,34,L,2022-07-24 06:58:00,2022-07-24 06:59:00
790,7/24/2022,Sun,1:12:00 PM,8.35,255,H,2022-07-24 13:12:00,2022-07-24 13:15:00
791,7/24/2022,Sun,7:00:00 PM,1.97,60,L,2022-07-24 19:00:00,2022-07-24 19:01:00
792,7/25/2022,Mon,1:21:00 AM,9.62,293,H,2022-07-25 01:21:00,2022-07-25 01:24:00
793,7/25/2022,Mon,7:52:00 AM,1.03,31,L,2022-07-25 07:52:00,2022-07-25 07:53:00
794,7/25/2022,Mon,2:04:00 PM,8.38,255,H,2022-07-25 14:04:00,2022-07-25 14:07:00
795,7/25/2022,Mon,7:50:00 PM,1.94,59,L,2022-07-25 19:50:00,2022-07-25 19:51:00
796,7/26/2022,Tue,2:09:00 AM,9.72,296,H,2022-07-26 02:09:00,2022-07-26 02:12:00
797,7/26/2022,Tue,8:38:00 AM,0.88,27,L,2022-07-26 08:38:00,2022-07-26 08:39:00
798,7/26/2022,Tue,2:50:00 PM,8.48,258,H,2022-07-26 14:50:00,2022-07-26 14:53:00
799,7/26/2022,Tue,8:36:00 PM,1.83,56,L,2022-07-26 20:36:00,2022-07-26 20:37:00
800,7/27/2022,Wed,2:52:00 AM,9.85,300,H,2022-07-27 02:52:00,2022-07-27 02:55:00
801,7/27/2022,Wed,9:20:00 AM,0.73,22,L,2022-07-27 09:20:00,2022-07-27 09:21:00
802,7/27/2022,Wed,3:32:00 PM,8.61,262,H,2022-07-27 15:32:00,2022-07-27 15:35:00
803,7/27/2022,Wed,9:18:00 PM,1.68,51,L,2022-07-27 21:18:00,2022-07-27 21:19:00
804,7/28/2022,Thu,3:34:00 AM,9.97,304,H,2022-07-28 03:34:00,2022-07-28 03:37:00
805,7/28/2022,Thu,9:59:00 AM,0.59,18,L,2022-07-28 09:59:00,2022-07-28 10:00:00
806,7/28/2022,Thu,4:12:00 PM,8.75,267,H,2022-07-28 16:12:00,2022-07-28 16:15:00
807,7/28/2022,Thu,9:59:00 PM,1.52,46,L,2022-07-28 21:59:00,2022-07-28 22:00:00
808,7/29/2022,Fri,4:13:00 AM,10.05,306,H,2022-07-29 04:13:00,2022-07-29 04:16:00
809,7/29/2022,Fri,10:37:00 AM,0.47,14,L,2022-07-29 10:37:00,2022-07-29 10:38:00
810,7/29/2022,Fri,4:51:00 PM,8.89,271,H,2022-07-29 16:51:00,2022-07-29 16:54:00
811,7/29/2022,Fri,10:40:00 PM,1.39,42,L,2022-07-29 22:40:00,2022-07-29 22:41:00
812,7/30/2022,Sat,4:53:00 AM,10.09,308,H,2022-07-30 04:53:00,2022-07-30 04:56:00
813,7/30/2022,Sat,11:14:00 AM,0.39,12,L,2022-07-30 11:14:00,2022-07-30 11:15:00
814,7/30/2022,Sat,5:29:00 PM,9.04,276,H,2022-07-30 17:29:00,2022-07-30 17:32:00
815,7/30/2022,Sat,11:20:00 PM,1.28,39,L,2022-07-30 23:20:00,2022-07-30 23:21:00
816,7/31/2022,Sun,5:32:00 AM,10.08,307,H,2022-07-31 05:32:00,2022-07-31 05:35:00
817,7/31/2022,Sun,11:51:00 AM,0.35,11,L,2022-07-31 11:51:00,2022-07-31 11:52:00
818,7/31/2022,Sun,6:05:00 PM,9.19,280,H,2022-07-31 18:05:00,2022-07-31 18:08:00
819,8/1/2022,Mon,12:01:00 AM,1.18,36,L,2022-08-01 00:01:00,2022-08-01 00:02:00
820,8/1/2022,Mon,6:10:00 AM,10.01,305,H,2022-08-01 06:10:00,2022-08-01 06:13:00
821,8/1/2022,Mon,12:29:00 PM,0.36,11,L,2022-08-01 12:29:00,2022-08-01 12:30:00
822,8/1/2022,Mon,6:42:00 PM,9.35,285,H,2022-08-01 18:42:00,2022-08-01 18:45:00
823,8/2/2022,Tue,12:42:00 AM,1.1,34,L,2022-08-02 00:42:00,2022-08-02 00:43:00
824,8/2/2022,Tue,6:50:00 AM,9.88,301,H,2022-08-02 06:50:00,2022-08-02 06:53:00
825,8/2/2022,Tue,1:07:00 PM,0.44,13,L,2022-08-02 13:07:00,2022-08-02 13:08:00
826,8/2/2022,Tue,7:19:00 PM,9.52,290,H,2022-08-02 19:19:00,2022-08-02 19:22:00
827,8/3/2022,Wed,1:25:00 AM,1.01,31,L,2022-08-03 01:25:00,2022-08-03 01:26:00
828,8/3/2022,Wed,7:33:00 AM,9.69,295,H,2022-08-03 07:33:00,2022-08-03 07:36:00
829,8/3/2022,Wed,1:48:00 PM,0.57,17,L,2022-08-03 13:48:00,2022-08-03 13:49:00
830,8/3/2022,Wed,8:00:00 PM,9.7,296,H,2022-08-03 20:00:00,2022-08-03 20:03:00
831,8/4/2022,Thu,2:13:00 AM,0.93,28,L,2022-08-04 02:13:00,2022-08-04 02:14:00
832,8/4/2022,Thu,8:19:00 AM,9.45,288,H,2022-08-04 08:19:00,2022-08-04 08:22:00
833,8/4/2022,Thu,2:33:00 PM,0.73,22,L,2022-08-04 14:33:00,2022-08-04 14:34:00
834,8/4/2022,Thu,8:44:00 PM,9.89,301,H,2022-08-04 20:44:00,2022-08-04 20:47:00
835,8/5/2022,Fri,3:04:00 AM,0.84,26,L,2022-08-05 03:04:00,2022-08-05 03:05:00
836,8/5/2022,Fri,9:10:00 AM,9.21,281,H,2022-08-05 09:10:00,2022-08-05 09:13:00
837,8/5/2022,Fri,3:21:00 PM,0.89,27,L,2022-08-05 15:21:00,2022-08-05 15:22:00
838,8/5/2022,Fri,9:34:00 PM,10.08,307,H,2022-08-05 21:34:00,2022-08-05 21:37:00
839,8/6/2022,Sat,3:59:00 AM,0.71,22,L,2022-08-06 03:59:00,2022-08-06 04:00:00
840,8/6/2022,Sat,10:06:00 AM,9.0,274,H,2022-08-06 10:06:00,2022-08-06 10:09:00
841,8/6/2022,Sat,4:14:00 PM,1.02,31,L,2022-08-06 16:14:00,2022-08-06 16:15:00
842,8/6/2022,Sat,10:27:00 PM,10.28,313,H,2022-08-06 22:27:00,2022-08-06 22:30:00
843,8/7/2022,Sun,4:58:00 AM,0.54,16,L,2022-08-07 04:58:00,2022-08-07 04:59:00
844,8/7/2022,Sun,11:05:00 AM,8.88,271,H,2022-08-07 11:05:00,2022-08-07 11:08:00
845,8/7/2022,Sun,5:11:00 PM,1.06,32,L,2022-08-07 17:11:00,2022-08-07 17:12:00
846,8/7/2022,Sun,11:25:00 PM,10.51,320,H,2022-08-07 23:25:00,2022-08-07 23:28:00
847,8/8/2022,Mon,5:59:00 AM,0.3,9,L,2022-08-08 05:59:00,2022-08-08 06:00:00
848,8/8/2022,Mon,12:08:00 PM,8.9,271,H,2022-08-08 12:08:00,2022-08-08 12:11:00
849,8/8/2022,Mon,6:11:00 PM,0.98,30,L,2022-08-08 18:11:00,2022-08-08 18:12:00
850,8/9/2022,Tue,12:26:00 AM,10.79,329,H,2022-08-09 00:26:00,2022-08-09 00:29:00
851,8/9/2022,Tue,7:01:00 AM,-0.04,-1,L,2022-08-09 07:01:00,2022-08-09 07:02:00
852,8/9/2022,Tue,1:12:00 PM,9.11,278,H,2022-08-09 13:12:00,2022-08-09 13:15:00
853,8/9/2022,Tue,7:13:00 PM,0.74,23,L,2022-08-09 19:13:00,2022-08-09 19:14:00
854,8/10/2022,Wed,1:27:00 AM,11.12,339,H,2022-08-10 01:27:00,2022-08-10 01:30:00
855,8/10/2022,Wed,8:01:00 AM,-0.45,-14,L,2022-08-10 08:01:00,2022-08-10 08:02:00
856,8/10/2022,Wed,2:13:00 PM,9.45,288,H,2022-08-10 14:13:00,2022-08-10 14:16:00
857,8/10/2022,Wed,8:13:00 PM,0.39,12,L,2022-08-10 20:13:00,2022-08-10 20:14:00
858,8/11/2022,Thu,2:27:00 AM,11.44,349,H,2022-08-11 02:27:00,2022-08-11 02:30:00
859,8/11/2022,Thu,8:58:00 AM,-0.83,-25,L,2022-08-11 08:58:00,2022-08-11 08:59:00
860,8/11/2022,Thu,3:10:00 PM,9.84,300,H,2022-08-11 15:10:00,2022-08-11 15:13:00
861,8/11/2022,Thu,9:10:00 PM,0.03,1,L,2022-08-11 21:10:00,2022-08-11 21:11:00
862,8/12/2022,Fri,3:24:00 AM,11.65,355,H,2022-08-12 03:24:00,2022-08-12 03:27:00
863,8/12/2022,Fri,9:52:00 AM,-1.08,-33,L,2022-08-12 09:52:00,2022-08-12 09:53:00
864,8/12/2022,Fri,4:05:00 PM,10.19,311,H,2022-08-12 16:05:00,2022-08-12 16:08:00
865,8/12/2022,Fri,10:05:00 PM,-0.25,-8,L,2022-08-12 22:05:00,2022-08-12 22:06:00
866,8/13/2022,Sat,4:19:00 AM,11.68,356,H,2022-08-13 04:19:00,2022-08-13 04:22:00
867,8/13/2022,Sat,10:43:00 AM,-1.15,-35,L,2022-08-13 10:43:00,2022-08-13 10:44:00
868,8/13/2022,Sat,4:58:00 PM,10.45,319,H,2022-08-13 16:58:00,2022-08-13 17:01:00
869,8/13/2022,Sat,10:59:00 PM,-0.39,-12,L,2022-08-13 22:59:00,2022-08-13 23:00:00
870,8/14/2022,Sun,5:14:00 AM,11.51,351,H,2022-08-14 05:14:00,2022-08-14 05:17:00
871,8/14/2022,Sun,11:33:00 AM,-1.02,-31,L,2022-08-14 11:33:00,2022-08-14 11:34:00
872,8/14/2022,Sun,5:49:00 PM,10.58,322,H,2022-08-14 17:49:00,2022-08-14 17:52:00
873,8/14/2022,Sun,11:51:00 PM,-0.36,-11,L,2022-08-14 23:51:00,2022-08-14 23:52:00
874,8/15/2022,Mon,6:07:00 AM,11.16,340,H,2022-08-15 06:07:00,2022-08-15 06:10:00
875,8/15/2022,Mon,12:21:00 PM,-0.68,-21,L,2022-08-15 12:21:00,2022-08-15 12:22:00
876,8/15/2022,Mon,6:38:00 PM,10.56,322,H,2022-08-15 18:38:00,2022-08-15 18:41:00
877,8/16/2022,Tue,12:44:00 AM,-0.17,-5,L,2022-08-16 00:44:00,2022-08-16 00:45:00
878,8/16/2022,Tue,6:59:00 AM,10.64,324,H,2022-08-16 06:59:00,2022-08-16 07:02:00
879,8/16/2022,Tue,1:09:00 PM,-0.17,-5,L,2022-08-16 13:09:00,2022-08-16 13:10:00
880,8/16/2022,Tue,7:27:00 PM,10.4,317,H,2022-08-16 19:27:00,2022-08-16 19:30:00
881,8/17/2022,Wed,1:36:00 AM,0.15,5,L,2022-08-17 01:36:00,2022-08-17 01:37:00
882,8/17/2022,Wed,7:51:00 AM,10.02,305,H,2022-08-17 07:51:00,2022-08-17 07:54:00
883,8/17/2022,Wed,1:58:00 PM,0.43,13,L,2022-08-17 13:58:00,2022-08-17 13:59:00
884,8/17/2022,Wed,8:16:00 PM,10.13,309,H,2022-08-17 20:16:00,2022-08-17 20:19:00
885,8/18/2022,Thu,2:31:00 AM,0.54,16,L,2022-08-18 02:31:00,2022-08-18 02:32:00
886,8/18/2022,Thu,8:45:00 AM,9.38,286,H,2022-08-18 08:45:00,2022-08-18 08:48:00
887,8/18/2022,Thu,2:49:00 PM,1.04,32,L,2022-08-18 14:49:00,2022-08-18 14:50:00
888,8/18/2022,Thu,9:07:00 PM,9.82,299,H,2022-08-18 21:07:00,2022-08-18 21:10:00
889,8/19/2022,Fri,3:27:00 AM,0.92,28,L,2022-08-19 03:27:00,2022-08-19 03:28:00
890,8/19/2022,Fri,9:42:00 AM,8.81,269,H,2022-08-19 09:42:00,2022-08-19 09:45:00
891,8/19/2022,Fri,3:41:00 PM,1.58,48,L,2022-08-19 15:41:00,2022-08-19 15:42:00
892,8/19/2022,Fri,10:00:00 PM,9.52,290,H,2022-08-19 22:00:00,2022-08-19 22:03:00
893,8/20/2022,Sat,4:25:00 AM,1.22,37,L,2022-08-20 04:25:00,2022-08-20 04:26:00
894,8/20/2022,Sat,10:40:00 AM,8.39,256,H,2022-08-20 10:40:00,2022-08-20 10:43:00
895,8/20/2022,Sat,4:35:00 PM,1.98,60,L,2022-08-20 16:35:00,2022-08-20 16:36:00
896,8/20/2022,Sat,10:55:00 PM,9.31,284,H,2022-08-20 22:55:00,2022-08-20 22:58:00
897,8/21/2022,Sun,5:24:00 AM,1.41,43,L,2022-08-21 05:24:00,2022-08-21 05:25:00
898,8/21/2022,Sun,11:39:00 AM,8.14,248,H,2022-08-21 11:39:00,2022-08-21 11:42:00
899,8/21/2022,Sun,5:30:00 PM,2.21,67,L,2022-08-21 17:30:00,2022-08-21 17:31:00
900,8/21/2022,Sun,11:52:00 PM,9.22,281,H,2022-08-21 23:52:00,2022-08-21 23:55:00
901,8/22/2022,Mon,6:23:00 AM,1.46,45,L,2022-08-22 06:23:00,2022-08-22 06:24:00
902,8/22/2022,Mon,12:39:00 PM,8.09,247,H,2022-08-22 12:39:00,2022-08-22 12:42:00
903,8/22/2022,Mon,6:26:00 PM,2.25,69,L,2022-08-22 18:26:00,2022-08-22 18:27:00
904,8/23/2022,Tue,12:48:00 AM,9.29,283,H,2022-08-23 00:48:00,2022-08-23 00:51:00
905,8/23/2022,Tue,7:19:00 AM,1.34,41,L,2022-08-23 07:19:00,2022-08-23 07:20:00
906,8/23/2022,Tue,1:33:00 PM,8.22,251,H,2022-08-23 13:33:00,2022-08-23 13:36:00
907,8/23/2022,Tue,7:20:00 PM,2.1,64,L,2022-08-23 19:20:00,2022-08-23 19:21:00
908,8/24/2022,Wed,1:40:00 AM,9.47,289,H,2022-08-24 01:40:00,2022-08-24 01:43:00
909,8/24/2022,Wed,8:08:00 AM,1.12,34,L,2022-08-24 08:08:00,2022-08-24 08:09:00
910,8/24/2022,Wed,2:21:00 PM,8.45,258,H,2022-08-24 14:21:00,2022-08-24 14:24:00
911,8/24/2022,Wed,8:08:00 PM,1.84,56,L,2022-08-24 20:08:00,2022-08-24 20:09:00
912,8/25/2022,Thu,2:26:00 AM,9.71,296,H,2022-08-25 02:26:00,2022-08-25 02:29:00
913,8/25/2022,Thu,8:50:00 AM,0.87,27,L,2022-08-25 08:50:00,2022-08-25 08:51:00
914,8/25/2022,Thu,3:03:00 PM,8.73,266,H,2022-08-25 15:03:00,2022-08-25 15:06:00
915,8/25/2022,Thu,8:52:00 PM,1.53,47,L,2022-08-25 20:52:00,2022-08-25 20:53:00
916,8/26/2022,Fri,3:08:00 AM,9.93,303,H,2022-08-26 03:08:00,2022-08-26 03:11:00
917,8/26/2022,Fri,9:29:00 AM,0.62,19,L,2022-08-26 09:29:00,2022-08-26 09:30:00
918,8/26/2022,Fri,3:41:00 PM,9.01,275,H,2022-08-26 15:41:00,2022-08-26 15:44:00
919,8/26/2022,Fri,9:33:00 PM,1.24,38,L,2022-08-26 21:33:00,2022-08-26 21:34:00
920,8/27/2022,Sat,3:47:00 AM,10.09,308,H,2022-08-27 03:47:00,2022-08-27 03:50:00
921,8/27/2022,Sat,10:05:00 AM,0.41,12,L,2022-08-27 10:05:00,2022-08-27 10:06:00
922,8/27/2022,Sat,4:18:00 PM,9.28,283,H,2022-08-27 16:18:00,2022-08-27 16:21:00
923,8/27/2022,Sat,10:13:00 PM,0.97,30,L,2022-08-27 22:13:00,2022-08-27 22:14:00
924,8/28/2022,Sun,4:26:00 AM,10.19,311,H,2022-08-28 04:26:00,2022-08-28 04:29:00
925,8/28/2022,Sun,10:42:00 AM,0.27,8,L,2022-08-28 10:42:00,2022-08-28 10:43:00
926,8/28/2022,Sun,4:54:00 PM,9.53,290,H,2022-08-28 16:54:00,2022-08-28 16:57:00
927,8/28/2022,Sun,10:53:00 PM,0.73,22,L,2022-08-28 22:53:00,2022-08-28 22:54:00
928,8/29/2022,Mon,5:04:00 AM,10.2,311,H,2022-08-29 05:04:00,2022-08-29 05:07:00
929,8/29/2022,Mon,11:19:00 AM,0.21,6,L,2022-08-29 11:19:00,2022-08-29 11:20:00
930,8/29/2022,Mon,5:30:00 PM,9.76,297,H,2022-08-29 17:30:00,2022-08-29 17:33:00
931,8/29/2022,Mon,11:34:00 PM,0.54,16,L,2022-08-29 23:34:00,2022-08-29 23:35:00
932,8/30/2022,Tue,5:43:00 AM,10.13,309,H,2022-08-30 05:43:00,2022-08-30 05:46:00
933,8/30/2022,Tue,11:56:00 AM,0.23,7,L,2022-08-30 11:56:00,2022-08-30 11:57:00
934,8/30/2022,Tue,6:06:00 PM,9.97,304,H,2022-08-30 18:06:00,2022-08-30 18:09:00
935,8/31/2022,Wed,12:15:00 AM,0.41,12,L,2022-08-31 00:15:00,2022-08-31 00:16:00
936,8/31/2022,Wed,6:24:00 AM,9.99,304,H,2022-08-31 06:24:00,2022-08-31 06:27:00
937,8/31/2022,Wed,12:35:00 PM,0.33,10,L,2022-08-31 12:35:00,2022-08-31 12:36:00
938,8/31/2022,Wed,6:44:00 PM,10.14,309,H,2022-08-31 18:44:00,2022-08-31 18:47:00
939,9/1/2022,Thu,12:59:00 AM,0.34,10,L,2022-09-01 00:59:00,2022-09-01 01:00:00
940,9/1/2022,Thu,7:07:00 AM,9.76,297,H,2022-09-01 07:07:00,2022-09-01 07:10:00
941,9/1/2022,Thu,1:16:00 PM,0.52,16,L,2022-09-01 13:16:00,2022-09-01 13:17:00
942,9/1/2022,Thu,7:26:00 PM,10.26,313,H,2022-09-01 19:26:00,2022-09-01 19:29:00
943,9/2/2022,Fri,1:46:00 AM,0.35,11,L,2022-09-02 01:46:00,2022-09-02 01:47:00
944,9/2/2022,Fri,7:54:00 AM,9.46,288,H,2022-09-02 07:54:00,2022-09-02 07:57:00
945,9/2/2022,Fri,2:02:00 PM,0.77,23,L,2022-09-02 14:02:00,2022-09-02 14:03:00
946,9/2/2022,Fri,8:12:00 PM,10.3,314,H,2022-09-02 20:12:00,2022-09-02 20:15:00
947,9/3/2022,Sat,2:39:00 AM,0.42,13,L,2022-09-03 02:39:00,2022-09-03 02:40:00
948,9/3/2022,Sat,8:47:00 AM,9.14,279,H,2022-09-03 08:47:00,2022-09-03 08:50:00
949,9/3/2022,Sat,2:54:00 PM,1.02,31,L,2022-09-03 14:54:00,2022-09-03 14:55:00
950,9/3/2022,Sat,9:05:00 PM,10.3,314,H,2022-09-03 21:05:00,2022-09-03 21:08:00
951,9/4/2022,Sun,3:37:00 AM,0.49,15,L,2022-09-04 03:37:00,2022-09-04 03:38:00
952,9/4/2022,Sun,9:45:00 AM,8.87,270,H,2022-09-04 09:45:00,2022-09-04 09:48:00
953,9/4/2022,Sun,3:51:00 PM,1.22,37,L,2022-09-04 15:51:00,2022-09-04 15:52:00
954,9/4/2022,Sun,10:03:00 PM,10.3,314,H,2022-09-04 22:03:00,2022-09-04 22:06:00
955,9/5/2022,Mon,4:38:00 AM,0.5,15,L,2022-09-05 04:38:00,2022-09-05 04:39:00
956,9/5/2022,Mon,10:49:00 AM,8.74,266,H,2022-09-05 10:49:00,2022-09-05 10:52:00
957,9/5/2022,Mon,4:52:00 PM,1.28,39,L,2022-09-05 16:52:00,2022-09-05 16:53:00
958,9/5/2022,Mon,11:06:00 PM,10.35,315,H,2022-09-05 23:06:00,2022-09-05 23:09:00
959,9/6/2022,Tue,5:42:00 AM,0.39,12,L,2022-09-06 05:42:00,2022-09-06 05:43:00
960,9/6/2022,Tue,11:55:00 AM,8.81,269,H,2022-09-06 11:55:00,2022-09-06 11:58:00
961,9/6/2022,Tue,5:56:00 PM,1.17,36,L,2022-09-06 17:56:00,2022-09-06 17:57:00
962,9/7/2022,Wed,12:12:00 AM,10.52,321,H,2022-09-07 00:12:00,2022-09-07 00:15:00
963,9/7/2022,Wed,6:46:00 AM,0.14,4,L,2022-09-07 06:46:00,2022-09-07 06:47:00
964,9/7/2022,Wed,1:01:00 PM,9.12,278,H,2022-09-07 13:01:00,2022-09-07 13:04:00
965,9/7/2022,Wed,7:00:00 PM,0.86,26,L,2022-09-07 19:00:00,2022-09-07 19:01:00
966,9/8/2022,Thu,1:17:00 AM,10.79,329,H,2022-09-08 01:17:00,2022-09-08 01:20:00
967,9/8/2022,Thu,7:46:00 AM,-0.22,-7,L,2022-09-08 07:46:00,2022-09-08 07:47:00
968,9/8/2022,Thu,2:02:00 PM,9.59,292,H,2022-09-08 14:02:00,2022-09-08 14:05:00
969,9/8/2022,Thu,8:01:00 PM,0.41,12,L,2022-09-08 20:01:00,2022-09-08 20:02:00
970,9/9/2022,Fri,2:17:00 AM,11.08,338,H,2022-09-09 02:17:00,2022-09-09 02:20:00
971,9/9/2022,Fri,8:42:00 AM,-0.56,-17,L,2022-09-09 08:42:00,2022-09-09 08:43:00
972,9/9/2022,Fri,2:56:00 PM,10.07,307,H,2022-09-09 14:56:00,2022-09-09 14:59:00
973,9/9/2022,Fri,8:58:00 PM,-0.04,-1,L,2022-09-09 20:58:00,2022-09-09 20:59:00
974,9/10/2022,Sat,3:13:00 AM,11.26,343,H,2022-09-10 03:13:00,2022-09-10 03:16:00
975,9/10/2022,Sat,9:33:00 AM,-0.76,-23,L,2022-09-10 09:33:00,2022-09-10 09:34:00
976,9/10/2022,Sat,3:47:00 PM,10.47,319,H,2022-09-10 15:47:00,2022-09-10 15:50:00
977,9/10/2022,Sat,9:51:00 PM,-0.38,-12,L,2022-09-10 21:51:00,2022-09-10 21:52:00
978,9/11/2022,Sun,4:05:00 AM,11.26,343,H,2022-09-11 04:05:00,2022-09-11 04:08:00
979,9/11/2022,Sun,10:21:00 AM,-0.76,-23,L,2022-09-11 10:21:00,2022-09-11 10:22:00
980,9/11/2022,Sun,4:35:00 PM,10.71,326,H,2022-09-11 16:35:00,2022-09-11 16:38:00
981,9/11/2022,Sun,10:41:00 PM,-0.54,-16,L,2022-09-11 22:41:00,2022-09-11 22:42:00
982,9/12/2022,Mon,4:56:00 AM,11.06,337,H,2022-09-12 04:56:00,2022-09-12 04:59:00
983,9/12/2022,Mon,11:08:00 AM,-0.56,-17,L,2022-09-12 11:08:00,2022-09-12 11:09:00
984,9/12/2022,Mon,5:22:00 PM,10.78,329,H,2022-09-12 17:22:00,2022-09-12 17:25:00
985,9/12/2022,Mon,11:31:00 PM,-0.5,-15,L,2022-09-12 23:31:00,2022-09-12 23:32:00
986,9/13/2022,Tue,5:46:00 AM,10.7,326,H,2022-09-13 05:46:00,2022-09-13 05:49:00
987,9/13/2022,Tue,11:53:00 AM,-0.18,-5,L,2022-09-13 11:53:00,2022-09-13 11:54:00
